entry_id,domain,type,title,content,tags,agents,source
INT-021,integration,template,OpenAPI/Swagger Specification Requirements,OpenAPI requirements: version (3.0+); all endpoints documented; request/response schemas with examples; authentication schemes defined; error responses documented; deprecation marked with sunset date; servers block with environments (dev/staging/prod); tags for grouping; description field mandatory for all operations.,openapi swagger api-documentation specification requirements,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-022,integration,pattern,JSON Schema Validation Requirements,JSON Schema requirements: schema version (draft-07 or 2020-12); required fields explicitly listed; field types specified; string format validation (email/uri/date-time/uuid); number min/max/multipleOf constraints; array minItems/maxItems; additionalProperties: false for strict validation; $ref for reusable types.,json-schema validation api request-body types,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-023,integration,template,File Transfer/SFTP Integration Requirements,SFTP integration requirements: server hostname/port/credentials management (secrets vault); file naming convention with timestamp; transfer direction (push/pull/both); schedule (cron expression); file format (CSV/JSON/XML); encoding (UTF-8); compression (gzip); PGP encryption requirement; retry on failure; file acknowledgment mechanism; archive policy.,sftp file-transfer integration requirements schedule,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-024,integration,template,Data Format Standards Requirements,Data format requirements: date-time in ISO 8601 (2024-01-15T10:30:00Z); currency amounts as integer cents (avoid float); phone numbers in E.164 format (+1234567890); country codes ISO 3166-1 alpha-2; language codes BCP 47; UUIDs for identifiers (v4); null vs absent field distinction documented.,data-format standards iso8601 json api requirements,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-025,integration,pattern,API Authentication Requirements Pattern,Authentication requirements: API Key (header X-API-Key — for server-to-server); Bearer Token JWT (Authorization header — for user context); Basic Auth (HTTPS only — legacy); mTLS (for high-security service mesh). Document: token acquisition flow; expiry handling; key rotation procedure.,api authentication security pattern requirements,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-026,integration,pattern,API Documentation Requirements,API docs requirements: hosted and versioned (not PDF); interactive (Swagger UI/Redoc); code examples in 3+ languages; authentication guide; error code reference; changelog; rate limit documentation; sandbox with real responses; contact/support information; SDK availability.,api documentation requirements developer-experience,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-027,integration,pattern,Async Message Schema Standard,Message schema fields: messageId (UUID); eventType (domain.entity.action format e.g. order.payment.completed); version (semantic); timestamp (ISO8601); source (service name); correlationId (trace linking); payload (event-specific data); metadata (optional routing hints). Must be backward compatible.,message-schema async event-schema standards kafka,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-028,integration,checklist,Integration Requirements Review Checklist,Review checklist: all external systems identified; data flow diagrams created; API contracts agreed with provider; error scenarios documented; retry and timeout values specified; security requirements (auth/encryption/CORS) documented; monitoring and alerting defined; data volume and rate limits estimated.,integration checklist review requirements completeness,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-029,integration,pattern,Pagination Requirements for APIs,Pagination options: cursor-based (recommended — stable for real-time data); offset/limit (simple — for static data); keyset (performance — for large sorted datasets). Standard response envelope: data (array); total (count); page/pageSize or next cursor; links (self/next/prev HATEOAS).,api pagination cursor offset requirements standards,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-030,integration,pattern,Timeout Configuration Requirements,Timeout requirements by operation type: read operations 3-5 seconds; write operations 10-30 seconds; file upload/download 60-300 seconds; async job submission 5 seconds (for ack only). Clients must handle timeout as retriable error with idempotency key. Server must return 504 on gateway timeout.,api timeout configuration requirements resilience,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-031,integration,pattern,Service Mesh Integration Requirements,Service mesh requirements (Istio/Linkerd): mTLS between all services enforced; traffic policies (retry/timeout/circuit breaker) in mesh config not application code; distributed tracing (Jaeger/Zipkin) with trace propagation headers; canary/blue-green traffic splitting; egress control for external calls.,service-mesh istio mtls tracing integration requirements,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-032,integration,template,API Monitoring Requirements,API monitoring requirements: latency percentiles (p50/p95/p99) per endpoint; error rate by status code; request volume (RPS); availability uptime; dependency health checks; alerting thresholds with PagerDuty integration; SLO burn rate alerts; dashboard in Grafana/Datadog.,api monitoring requirements observability slo alerting,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-033,integration,pattern,Data Transformation Requirements,Data transformation requirements: mapping specification (source field → target field); transformation rules (concatenation/split/format conversion/lookup); null/missing field handling; character encoding conversion; timezone normalization to UTC; business logic transformation documented separately from technical mapping.,data-transformation etl mapping requirements specification,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-034,integration,pattern,API Security Requirements Pattern,API security requirements: all traffic over TLS 1.2+ (TLS 1.3 preferred); input validation on all fields (not just frontend); SQL/command injection prevention; sensitive data not in URL params or logs; request signing for webhook payloads; secrets in vault (not environment variables); regular penetration testing.,api security tls injection requirements secrets,ba-writing ba-nfr,expert-knowledge/integration-patterns
INT-035,integration,pattern,Event Sourcing Integration Requirements,Event sourcing requirements: immutable event store; events are the source of truth; current state derived by replaying events; snapshot mechanism for performance; event schema versioning with upcasting; temporal queries (state at point in time); audit log by design.,event-sourcing requirements immutable audit integration,ba-writing ba-nfr,expert-knowledge/integration-patterns
